"ID","Age","Sex","Year","date","wt","hlg","RS","sq.date","GR","Y.int","wtd12","wtd114","Notes","R.LX","L.LX","Hbase","AgeClass","max_hlg","min_hlg","Reproduction","LambID","Lamb_Sex","density","mu","sd","cohort","age_class","age_scaled","density_scaled","hlg_scaled","mu_scaled"
"3E",2,2,1975,11,40,NA,0,3.3166247903554,1.85144964268258,33.8594362169843,40.2728577792368,53.6273640519062,NA,NA,NA,NA,"Ewe",19.5,18,0,NA,NA,28,-1.4020486792534,1.14659182469052,1973,"tite jeune",-1.18643784315951,-0.878004333789828,NA,-1.53175543169212
"3E",2,2,1975,76,50,NA,0,8.71779788708135,NA,NA,NA,NA,NA,NA,NA,NA,"Ewe",19.5,18,0,NA,NA,28,-1.4027081461566,1.14632220004296,1973,"tite jeune",-1.18643784315951,-0.878004333789828,NA,-1.53255719044363
"14E",2,2,1975,11,40.9,NA,0,3.3166247903554,2.35134104620687,33.1014839955701,41.2465293796307,58.2067523459209,NA,NA,NA,NA,"Ewe",27.2,19.8,0,NA,NA,28,0.327236414370892,0.999106123993491,1973,"tite jeune",-1.18643784315951,-0.878004333789828,NA,0.570654031037394
"14E",2,2,1975,76,53.6,NA,0,8.71779788708135,NA,NA,NA,NA,NA,NA,NA,NA,"Ewe",27.2,19.8,0,NA,NA,28,0.327236414370892,0.999106123993491,1973,"tite jeune",-1.18643784315951,-0.878004333789828,NA,0.570654031037394
"2E",2,2,1975,13,42.3,NA,0,3.60555127546399,2.38642634576275,33.6956174452343,41.9621983069564,59.1754915389431,NA,NA,NA,NA,"Ewe",22.8,20.5,0,NA,NA,28,0.163305276735924,1.15464801310699,1973,"tite jeune",-1.18643784315951,-0.878004333789828,NA,0.371351801306469
"2E",2,2,1975,76,54.5,NA,0,8.71779788708135,NA,NA,NA,NA,NA,NA,NA,NA,"Ewe",22.8,20.5,0,NA,NA,28,0.163305276735924,1.15464801310699,1973,"tite jeune",-1.18643784315951,-0.878004333789828,NA,0.371351801306469
"24D",2,2,1975,15,45.4,13.9,0,3.87298334620742,2.82776562124682,34.4481108419332,44.2434909539322,64.6401643799855,NA,NA,NA,NA,"Ewe",18,13.9,0,NA,NA,28,-0.85205916970657,1.19787303123535,1973,"tite jeune",-1.18643784315951,-0.878004333789828,-2.13395673023973,-0.863095791048486
"24D",2,2,1975,76,59.1,17.8,0,8.71779788708135,NA,NA,NA,NA,NA,NA,NA,NA,"Ewe",18,13.9,0,NA,NA,28,-0.85205916970657,1.19787303123535,1973,"tite jeune",-1.18643784315951,-0.878004333789828,-1.20503202239158,-0.863095791048486
"27D",2,2,1975,18,41.8,NA,0,4.24264068711928,NA,NA,NA,NA,NA,NA,NA,NA,"Ewe",21.6,16.5,0,NA,NA,28,-0.371358177274767,1.11124728887879,1973,"tite jeune",-1.18643784315951,-0.878004333789828,NA,-0.278674911600562
"21D",2,2,1975,28,43.6,NA,0,5.29150262212918,NA,NA,NA,NA,NA,NA,NA,NA,"Ewe",25.5,20.6,3,"24F",2,28,0.038219162170432,0.961589530906294,1973,"tite jeune",-1.18643784315951,-0.878004333789828,NA,0.219276107201345
"8E",2,2,1976,61,54.5,18.7,0,7.81024967590665,NA,NA,NA,NA,NA,NA,NA,NA,"Ewe",30.5,18.7,0,NA,NA,29,1.65466962500803,1.09321603450441,1974,"tite jeune",-1.18643784315951,-0.841033073198812,-0.990664782118928,2.18450483763626
"18E",2,2,1976,4,43.6,NA,0,2,2.15721638558139,39.3395268837783,46.8121244434322,NA,NA,NA,NA,NA,"Ewe",27.7,24,0,NA,NA,29,1.53537049317555,1.21455966546142,1974,"tite jeune",-1.18643784315951,-0.841033073198812,NA,2.03946477189766
"18E",2,2,1976,42,53.6,NA,0,6.48074069840786,NA,NA,NA,NA,NA,NA,NA,NA,"Ewe",27.7,24,0,NA,NA,29,1.53537049317555,1.21455966546142,1974,"tite jeune",-1.18643784315951,-0.841033073198812,NA,2.03946477189766
"18E",2,2,1976,57,55.4,NA,0,7.54983443527075,NA,NA,NA,NA,NA,NA,NA,NA,"Ewe",27.7,24,0,NA,NA,29,1.53537049317555,1.21455966546142,1974,"tite jeune",-1.18643784315951,-0.841033073198812,NA,2.03946477189766
"19E",2,2,1976,5,40.9,13.2,0,2.23606797749979,NA,NA,42.4,NA,NA,NA,NA,NA,"Ewe",19.7,13.2,0,NA,NA,29,-0.446938979826496,1.19064875416105,1974,"tite jeune",-1.18643784315951,-0.841033073198812,-2.30068680600735,-0.370563632015317
"19E",2,2,1976,26,44.5,15.2,0,5.09901951359278,NA,NA,NA,NA,NA,NA,NA,NA,"Ewe",19.7,13.2,0,NA,NA,29,-0.446938979826496,1.19064875416105,1974,"tite jeune",-1.18643784315951,-0.841033073198812,-1.82431516095701,-0.370563632015317
"4F",2,2,1976,14,46.4,NA,0,3.74165738677394,1.44969159788896,40.9757507242147,45.997482419302,56.4541079148751,NA,NA,NA,NA,"Ewe",21.5,18.2,0,NA,NA,29,-1.68980928584139,1.16769619001173,1974,"tite jeune",-1.18643784315951,-0.841033073198812,NA,-1.88160556601753
"4F",2,2,1976,99,55.4,NA,0,9.9498743710662,NA,NA,NA,NA,NA,NA,NA,NA,"Ewe",21.5,18.2,0,NA,NA,29,-1.68980928584139,1.16769619001173,1974,"tite jeune",-1.18643784315951,-0.841033073198812,NA,-1.88160556601753
"2F",2,2,1976,16,46.4,NA,0,4,2.6284413387478,35.8862346450088,44.9911554424312,63.9501028188191,NA,NA,NA,NA,"Ewe",13.5,13.5,0,NA,NA,29,-2.1668129767459,1.40427280567255,1974,"tite jeune",-1.18643784315951,-0.841033073198812,NA,-2.46153138461851
"2F",2,2,1976,78,59.1,NA,0,8.83176086632785,NA,NA,NA,NA,NA,NA,NA,NA,"Ewe",13.5,13.5,0,NA,NA,29,-2.1668129767459,1.40427280567255,1974,"tite jeune",-1.18643784315951,-0.841033073198812,NA,-2.46153138461851
"2G",2,2,1977,46,59.1,NA,0,6.78232998312527,NA,NA,NA,NA,"pregnant?",NA,NA,NA,"Ewe",22.8,21,3,"9H",2,28,0.461649127561332,1.15538645766431,1975,"tite jeune",-1.18643784315951,-0.878004333789828,NA,0.734068705208017
"2G",2,2,1977,65,56.8,NA,0,8.06225774829855,2.1356434445029,39.5818920919535,NA,62.384157148911,NA,NA,NA,NA,"Ewe",22.8,21,3,"9H",2,28,0.461649127561332,1.15538645766431,1975,"tite jeune",-1.18643784315951,-0.878004333789828,NA,0.734068705208017
"2G",2,2,1977,76,58.2,NA,0,8.71779788708135,NA,NA,NA,NA,NA,NA,NA,NA,"Ewe",22.8,21,3,"9H",2,28,0.461649127561332,1.15538645766431,1975,"tite jeune",-1.18643784315951,-0.878004333789828,NA,0.734068705208017
"1G",2,2,1977,48,54.1,NA,0,6.92820323027551,NA,NA,NA,NA,NA,NA,NA,NA,"Ewe",21.5,20.6,4,NA,0,28,0.168173796570859,1.14333984535703,1975,"tite jeune",-1.18643784315951,-0.878004333789828,NA,0.377270791881356
"1G",2,2,1977,65,55.9,NA,0,8.06225774829855,NA,NA,NA,NA,NA,NA,NA,NA,"Ewe",21.5,20.6,4,NA,0,28,0.168173796570859,1.14333984535703,1975,"tite jeune",-1.18643784315951,-0.878004333789828,NA,0.377270791881356
"7G",2,2,1977,18,59.5,NA,0,4.24264068711928,NA,NA,NA,NA,NA,NA,NA,NA,"Ewe",26,23.3,0,NA,NA,28,0.153352307522645,0.838407161691784,1975,"tite jeune",-1.18643784315951,-0.878004333789828,NA,0.359251299929686
"8F",2,2,1977,10,46.4,18,0,3.16227766016838,NA,NA,47.3,NA,NA,NA,NA,NA,"Ewe",19.7,18,0,NA,NA,28,0.975292752073752,1.2431778273512,1975,"tite jeune",-1.18643784315951,-0.878004333789828,-1.15739485788654,1.35854018225194
"8F",2,2,1977,24,51.4,19.7,0,4.89897948556636,NA,NA,NA,NA,NA,NA,NA,NA,"Ewe",19.7,18,0,NA,NA,28,0.975292752073752,1.2431778273512,1975,"tite jeune",-1.18643784315951,-0.878004333789828,-0.752478959593761,1.35854018225194
"10F",2,2,1977,17,45,18.1,0,4.12310562561766,2.5681807025398,34.4111196977554,43.3072976513533,61.8315850587729,NA,NA,NA,NA,"Ewe",27.1,18.1,3,"12H",2,28,1.31920118116714,1.0729461849135,1975,"tite jeune",-1.18643784315951,-0.878004333789828,-1.13357627563403,1.7766530418979
"10F",2,2,1977,76,56.8,21,0,8.71779788708135,NA,NA,NA,NA,NA,NA,NA,NA,"Ewe",27.1,18.1,3,"12H",2,28,1.31920118116714,1.0729461849135,1975,"tite jeune",-1.18643784315951,-0.878004333789828,-0.442837390311043,1.7766530418979
"11F",2,2,1977,10,46.4,18,0,3.16227766016838,3.2399629146093,36.154337655357,47.3775691915636,NA,NA,NA,NA,NA,"Ewe",23,17,1,NA,0,28,-0.120300643809968,1.13641139511237,1975,"tite jeune",-1.18643784315951,-0.878004333789828,-1.15739485788654,0.0265528012803104
"11F",2,2,1977,56,60.4,NA,0,7.48331477354788,NA,NA,NA,NA,NA,NA,NA,NA,"Ewe",23,17,1,NA,0,28,-0.120300643809968,1.13641139511237,1975,"tite jeune",-1.18643784315951,-0.878004333789828,NA,0.0265528012803104
"16F",2,2,1977,11,40.9,15.3,0,3.3166247903554,2.08983750321281,34.6755966837071,41.9147937948362,56.9887917055102,NA,NA,NA,NA,"Ewe",21.8,15.3,1,NA,0,28,-0.051951742635902,1.07057712729402,1975,"tite jeune",-1.18643784315951,-0.878004333789828,-1.8004965787045,0.10964920749194
"16F",2,2,1977,17,43.6,15.5,0,4.12310562561766,NA,NA,NA,NA,NA,NA,NA,NA,"Ewe",21.8,15.3,1,NA,0,28,-0.051951742635902,1.07057712729402,1975,"tite jeune",-1.18643784315951,-0.878004333789828,-1.75285941419946,0.10964920749194
"16F",2,2,1977,45,49.1,16.7,0,6.70820393249937,NA,NA,NA,NA,NA,NA,NA,NA,"Ewe",21.8,15.3,1,NA,0,28,-0.051951742635902,1.07057712729402,1975,"tite jeune",-1.18643784315951,-0.878004333789828,-1.46703642716926,0.10964920749194
"16F",2,2,1977,65,52.3,18,0,8.06225774829855,NA,NA,NA,NA,NA,NA,NA,NA,"Ewe",21.8,15.3,1,NA,0,28,-0.051951742635902,1.07057712729402,1975,"tite jeune",-1.18643784315951,-0.878004333789828,-1.15739485788654,0.10964920749194
"16F",2,2,1977,102,55,18.2,0,10.0995049383621,NA,NA,NA,NA,NA,NA,NA,NA,"Ewe",21.8,15.3,1,NA,0,28,-0.051951742635902,1.07057712729402,1975,"tite jeune",-1.18643784315951,-0.878004333789828,-1.10975769338151,0.10964920749194
"19F",2,2,1977,25,51.4,15,0,5,NA,NA,NA,NA,NA,NA,NA,NA,"Ewe",21.9,15,0,NA,NA,28,-0.0809196083688729,1.06180415397126,1975,"tite jeune",-1.18643784315951,-0.878004333789828,-1.87195232546205,0.0744310035898667
"19F",2,2,1977,46,58.2,16,0,6.78232998312527,NA,NA,NA,NA,NA,NA,NA,NA,"Ewe",21.9,15,0,NA,NA,28,-0.0809196083688729,1.06180415397126,1975,"tite jeune",-1.18643784315951,-0.878004333789828,-1.63376650293688,0.0744310035898667
"5G",2,2,1978,35,48.1,NA,0,5.91607978309962,NA,NA,NA,NA,NA,NA,NA,NA,"Ewe",23.9,23.4,0,NA,NA,31,1.3667803601456,1.10651101960127,1976,"tite jeune",-1.18643784315951,-0.76709055201678,NA,1.83449828469912
"13G",2,2,1978,5,43.2,19,1,2.23606797749979,2.07929855611975,36.3429232916988,43.5456134900976,58.5435939753894,NA,NA,NA,NA,"Ewe",22.1,18.5,5,NA,2,31,0.764854713383999,1.07881142882547,1976,"tite jeune",-1.18643784315951,-0.76709055201678,-0.919209035361378,1.10269635089599
"13G",2,2,1978,35,43.2,18.5,1,5.91607978309962,NA,NA,NA,NA,NA,NA,NA,NA,"Ewe",22.1,18.5,5,NA,2,31,0.764854713383999,1.07881142882547,1976,"tite jeune",-1.18643784315951,-0.76709055201678,-1.03830194662396,1.10269635089599
"13G",2,2,1978,71,57.1,19.5,1,8.42614977317636,NA,NA,NA,NA,NA,NA,NA,NA,"Ewe",22.1,18.5,5,NA,2,31,0.764854713383999,1.07881142882547,1976,"tite jeune",-1.18643784315951,-0.76709055201678,-0.800116124098794,1.10269635089599
"18G",2,2,1978,35,46.8,NA,0,5.91607978309962,1.87637449323825,35.6992187950294,42.1989800396067,55.7332692593342,NA,NA,NA,NA,"Ewe",-Inf,Inf,0,NA,NA,31,-2.5123018569829,1.4301728001182,1976,"tite jeune",-1.18643784315951,-0.76709055201678,NA,-2.88156570617493
"18G",2,2,1978,86,53.1,NA,0,9.2736184954957,NA,NA,NA,NA,NA,NA,NA,NA,"Ewe",-Inf,Inf,0,NA,NA,31,-2.5123018569829,1.4301728001182,1976,"tite jeune",-1.18643784315951,-0.76709055201678,NA,-2.88156570617493
"19G",2,2,1978,33,43,15,0,5.74456264653803,2.32117128639004,29.660728330404,37.7012656664591,54.4438741551904,NA,NA,NA,NA,"Ewe",24.3,15,0,NA,NA,31,-0.368817331819069,1.14628822246433,1976,"tite jeune",-1.18643784315951,-0.76709055201678,-1.87195232546205,-0.275585833027522
"19G",2,2,1978,49,45.9,16.7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,"Ewe",24.3,15,0,NA,NA,31,-0.368817331819069,1.14628822246433,1976,"tite jeune",-1.18643784315951,-0.76709055201678,-1.46703642716926,-0.275585833027522
"19G",2,2,1978,76,49.9,NA,0,8.71779788708135,NA,NA,NA,NA,NA,NA,NA,NA,"Ewe",24.3,15,0,NA,NA,31,-0.368817331819069,1.14628822246433,1976,"tite jeune",-1.18643784315951,-0.76709055201678,NA,-0.275585833027522
"21G",2,2,1978,20,43.6,20,1,4.47213595499958,2.23393010581998,33.0650700410268,40.8034039275872,56.9167417808667,NA,NA,NA,NA,"Ewe",25.4,20,5,"19I",1,31,0.898441292152871,1.16885922704663,1976,"tite jeune",-1.18643784315951,-0.76709055201678,-0.68102321283621,1.26510663728128
"21G",2,2,1978,35,45.4,21,1,5.91607978309962,NA,NA,NA,NA,NA,NA,NA,NA,"Ewe",25.4,20,5,"19I",1,31,0.898441292152871,1.16885922704663,1976,"tite jeune",-1.18643784315951,-0.76709055201678,-0.442837390311043,1.26510663728128
"21G",2,2,1978,55,49.9,21.4,1,7.41619848709566,NA,NA,NA,NA,NA,NA,NA,NA,"Ewe",25.4,20,5,"19I",1,31,0.898441292152871,1.16885922704663,1976,"tite jeune",-1.18643784315951,-0.76709055201678,-0.347563061300977,1.26510663728128
"21G",2,2,1978,132,58.8,23,1,11.4891252930761,NA,NA,NA,NA,NA,NA,NA,NA,"Ewe",25.4,20,5,"19I",1,31,0.898441292152871,1.16885922704663,1976,"tite jeune",-1.18643784315951,-0.76709055201678,0.0335342547392914,1.26510663728128
"23G",2,2,1978,4,35.1,NA,0,2,2.07843356768134,30.9431328646373,38.1428267430855,53.134568066771,NA,NA,NA,NA,"Ewe",-Inf,Inf,0,NA,NA,31,-2.08642870767225,1.4076700728268,1976,"tite jeune",-1.18643784315951,-0.76709055201678,NA,-2.36380276336449
"23G",2,2,1978,65,47.7,NA,0,8.06225774829855,NA,NA,NA,NA,NA,NA,NA,NA,"Ewe",-Inf,Inf,0,NA,NA,31,-2.08642870767225,1.4076700728268,1976,"tite jeune",-1.18643784315951,-0.76709055201678,NA,-2.36380276336449
"1H",2,2,1978,5,42.3,14,0,2.23606797749979,NA,NA,NA,56.4,"pregnant",NA,NA,NA,"Ewe",19,14,3,"25I",1,31,0.00920397317761104,1.14486820483703,1976,"tite jeune",-1.18643784315951,-0.76709055201678,-2.11013814798721,0.184000369194755
"1H",2,2,1978,64,49.5,NA,0,8,NA,NA,NA,NA,NA,NA,NA,NA,"Ewe",19,14,3,"25I",1,31,0.00920397317761104,1.14486820483703,1976,"tite jeune",-1.18643784315951,-0.76709055201678,NA,0.184000369194755
"1H",2,2,1978,95,54,NA,0,9.74679434480896,NA,NA,NA,NA,NA,NA,NA,NA,"Ewe",19,14,3,"25I",1,31,0.00920397317761104,1.14486820483703,1976,"tite jeune",-1.18643784315951,-0.76709055201678,NA,0.184000369194755
"3H",2,2,1978,35,44.5,20.7,0,5.91607978309962,NA,NA,NA,NA,NA,NA,NA,NA,"Ewe",26.4,20.7,3,"29I",2,31,1.06315164552699,1.13070675946274,1976,"tite jeune",-1.18643784315951,-0.76709055201678,-0.514293137068593,1.46535621256531
"3H",2,2,1978,55,46.3,21.3,0,7.41619848709566,NA,NA,NA,NA,NA,NA,NA,NA,"Ewe",26.4,20.7,3,"29I",2,31,1.06315164552699,1.13070675946274,1976,"tite jeune",-1.18643784315951,-0.76709055201678,-0.371381643553493,1.46535621256531
"8H",2,2,1978,1,42.3,17.5,1,1,0.183072700140873,42.1169272998591,42.7510911331471,NA,NA,NA,NA,NA,"Ewe",20.8,17.2,5,"21I",2,31,0.163519833264169,1.10806558257226,1976,"tite jeune",-1.18643784315951,-0.76709055201678,-1.27648776914913,0.371612652265594
"8H",2,2,1978,35,43.2,17.2,1,5.91607978309962,NA,NA,NA,NA,NA,NA,NA,NA,"Ewe",20.8,17.2,5,"21I",2,31,0.163519833264169,1.10806558257226,1976,"tite jeune",-1.18643784315951,-0.76709055201678,-1.34794351590668,0.371612652265594
"6G",2,2,1978,2,40,NA,0,1.4142135623731,2.32318495974691,36.7145203220247,44.762033022588,61.5191661372425,NA,NA,NA,NA,"Ewe",18.5,17,1,NA,0,31,-0.164360206848804,1.17356649377808,1976,"tite jeune",-1.18643784315951,-0.76709055201678,NA,-0.0270134051237699
"6G",2,2,1978,64,55.3,NA,0,8,NA,NA,NA,NA,NA,NA,NA,NA,"Ewe",18.5,17,1,NA,0,31,-0.164360206848804,1.17356649377808,1976,"tite jeune",-1.18643784315951,-0.76709055201678,NA,-0.0270134051237699
"8G",2,2,1978,35,46.8,NA,1,5.91607978309962,2.55588465058869,31.6791824907176,40.5327669203568,58.9683629050531,NA,NA,NA,NA,"Ewe",24.1,21.5,5,"7I",2,31,0.570403827828567,1.11246472315708,1976,"tite jeune",-1.18643784315951,-0.76709055201678,NA,0.8662891885749
"8G",2,2,1978,67,52.6,NA,1,8.18535277187245,NA,NA,NA,NA,NA,NA,NA,NA,"Ewe",24.1,21.5,5,"7I",2,31,0.570403827828567,1.11246472315708,1976,"tite jeune",-1.18643784315951,-0.76709055201678,NA,0.8662891885749
"14G",2,2,1978,55,52.2,NA,0,7.41619848709566,NA,NA,NA,NA,NA,NA,NA,NA,"Ewe",25.5,22.3,0,NA,NA,31,0.324921907739839,1.08098805973869,1976,"tite jeune",-1.18643784315951,-0.76709055201678,NA,0.567840127962293
"10H",2,2,1979,7,41,13,0,2.64575131106459,2.92814181241885,35.1069006617027,45.2499838999216,66.3706707928988,NA,NA,NA,NA,"Ewe",25.5,13,0,NA,NA,33,0.458454296309353,1.129587005357,1977,"tite jeune",-1.18643784315951,-0.693148030834749,-2.34832397051238,0.730184531637824
"10H",2,2,1979,19,50.5,15.5,0,4.35889894354067,NA,NA,NA,NA,NA,NA,NA,NA,"Ewe",25.5,13,0,NA,NA,33,0.458454296309353,1.129587005357,1977,"tite jeune",-1.18643784315951,-0.693148030834749,-1.75285941419946,0.730184531637824
"10H",2,2,1979,55,56.8,18.7,0,7.41619848709566,NA,NA,NA,NA,NA,NA,NA,NA,"Ewe",25.5,13,0,NA,NA,33,0.458454296309353,1.129587005357,1977,"tite jeune",-1.18643784315951,-0.693148030834749,-0.990664782118928,0.730184531637824
"10H",2,2,1979,72,59.2,19.4,0,8.48528137423857,NA,NA,NA,NA,NA,NA,NA,NA,"Ewe",25.5,13,0,NA,NA,33,0.458454296309353,1.129587005357,1977,"tite jeune",-1.18643784315951,-0.693148030834749,-0.823934706351311,0.730184531637824
"15I",2,2,1979,1,45.5,18,0,1,2.10167818027703,42.8993841563087,50.1795973727883,NA,NA,NA,NA,NA,"Ewe",30.6,18,0,NA,NA,33,0.878837790801318,1.1047622442063,1977,"tite jeune",-1.18643784315951,-0.693148030834749,-1.15739485788654,1.24127332784255
"15I",2,2,1979,27,52.5,20.2,0,5.19615242270663,NA,NA,NA,NA,NA,NA,NA,NA,"Ewe",30.6,18,0,NA,NA,33,0.878837790801318,1.1047622442063,1977,"tite jeune",-1.18643784315951,-0.693148030834749,-0.633386048331177,1.24127332784255
"15I",2,2,1979,60,60,21.9,0,7.74596669241483,NA,NA,NA,NA,NA,NA,NA,NA,"Ewe",30.6,18,0,NA,NA,33,0.878837790801318,1.1047622442063,1977,"tite jeune",-1.18643784315951,-0.693148030834749,-0.228470150038393,1.24127332784255
"5I",2,2,1979,11,45.5,19,0,3.3166247903554,2.05812851166561,39.2945947024393,46.1,61.2692328214929,NA,NA,NA,NA,"Ewe",21.7,18,0,NA,NA,33,-0.563822495064335,1.07208511498724,1977,"tite jeune",-1.18643784315951,-0.693148030834749,-0.919209035361378,-0.512666868421582
"5I",2,2,1979,27,50.3,19.5,0,5.19615242270663,NA,NA,NA,NA,NA,NA,NA,NA,"Ewe",21.7,18,0,NA,NA,33,-0.563822495064335,1.07208511498724,1977,"tite jeune",-1.18643784315951,-0.693148030834749,-0.800116124098794,-0.512666868421582
"5I",2,2,1979,48,55,20.5,0,6.92820323027551,NA,NA,NA,NA,NA,NA,NA,NA,"Ewe",21.7,18,0,NA,NA,33,-0.563822495064335,1.07208511498724,1977,"tite jeune",-1.18643784315951,-0.693148030834749,-0.561930301573627,-0.512666868421582
"5I",2,2,1979,71,55.5,21.7,0,8.42614977317636,NA,NA,NA,NA,NA,NA,NA,NA,"Ewe",21.7,18,0,NA,NA,33,-0.563822495064335,1.07208511498724,1977,"tite jeune",-1.18643784315951,-0.693148030834749,-0.276107314543426,-0.512666868421582
"2I",2,2,1979,46,56.7,NA,0,6.78232998312527,2.63580807496485,38.642585413482,47.7730245851602,66.7851082298816,NA,NA,NA,NA,"Ewe",23.1,19,0,NA,NA,33,-0.0348953722576924,1.18197140589046,1977,"tite jeune",-1.18643784315951,-0.693148030834749,NA,0.130385796626478
"2I",2,2,1979,60,58.7,19,0,7.74596669241483,NA,NA,NA,NA,NA,NA,NA,NA,"Ewe",23.1,19,0,NA,NA,33,-0.0348953722576924,1.18197140589046,1977,"tite jeune",-1.18643784315951,-0.693148030834749,-0.919209035361378,0.130385796626478
"2I",2,2,1979,76,61.8,19.7,0,8.71779788708135,NA,NA,NA,NA,NA,NA,NA,NA,"Ewe",23.1,19,0,NA,NA,33,-0.0348953722576924,1.18197140589046,1977,"tite jeune",-1.18643784315951,-0.693148030834749,-0.752478959593761,0.130385796626478
"7H",2,2,1979,2,45.6,15.6,0,1.4142135623731,1.71389896493568,43.0537240920537,48.9906701065909,NA,NA,NA,NA,NA,"Ewe",21.8,15.6,0,NA,NA,33,-0.0242538212557699,1.12014713084346,1977,"tite jeune",-1.18643784315951,-0.693148030834749,-1.72904083194695,0.143323453700518
"7H",2,2,1979,26,51.5,17.2,0,5.09901951359278,NA,NA,NA,NA,NA,NA,NA,NA,"Ewe",21.8,15.6,0,NA,NA,33,-0.0242538212557699,1.12014713084346,1977,"tite jeune",-1.18643784315951,-0.693148030834749,-1.34794351590668,0.143323453700518
"7H",2,2,1979,60,56.5,18.5,0,7.74596669241483,NA,NA,NA,NA,NA,NA,NA,NA,"Ewe",21.8,15.6,0,NA,NA,33,-0.0242538212557699,1.12014713084346,1977,"tite jeune",-1.18643784315951,-0.693148030834749,-1.03830194662396,0.143323453700518
"15H",2,2,1979,19,55.5,13.1,0,4.35889894354067,2.61884987377553,44.0846980519082,53.1563940146667,72.0461581542096,NA,NA,NA,NA,"Ewe",19.1,13.1,0,NA,NA,33,-1.02344803775823,1.20931594733081,1977,"tite jeune",-1.18643784315951,-0.693148030834749,-2.32450538825986,-1.07146489069944
"15H",2,2,1979,112,71.8,16.1,0,10.5830052442584,NA,NA,NA,NA,NA,NA,NA,NA,"Ewe",19.1,13.1,0,NA,NA,33,-1.02344803775823,1.20931594733081,1977,"tite jeune",-1.18643784315951,-0.693148030834749,-1.60994792068436,-1.07146489069944
"14I",2,2,1980,22,45.2,20.8,1,4.69041575982343,1.93860555489196,35.8529549976797,42.5682846398255,56.5514465072612,NA,NA,NA,NA,"Ewe",26,20.8,5,"21K",2,32,1.3535348791797,1.12068905962121,1978,"tite jeune",-1.18643784315951,-0.730119291425764,-0.490474554816076,1.8183948529262
"14I",2,2,1980,39,47.5,21.2,1,6.2449979983984,NA,NA,NA,NA,NA,NA,NA,NA,"Ewe",26,20.8,5,"21K",2,32,1.3535348791797,1.12068905962121,1978,"tite jeune",-1.18643784315951,-0.730119291425764,-0.39520022580601,1.8183948529262
"14I",2,2,1980,76,53,22.7,1,8.71779788708135,NA,NA,NA,NA,NA,NA,NA,NA,"Ewe",26,20.8,5,"21K",2,32,1.3535348791797,1.12068905962121,1978,"tite jeune",-1.18643784315951,-0.730119291425764,-0.037921492018259,1.8183948529262
"14I",2,2,1980,131,58,23.7,1,11.4455231422596,NA,NA,NA,NA,NA,NA,NA,NA,"Ewe",26,20.8,5,"21K",2,32,1.3535348791797,1.12068905962121,1978,"tite jeune",-1.18643784315951,-0.730119291425764,0.200264330506908,1.8183948529262
"26I",2,2,1980,23,47.5,19.1,1,4.79583152331272,2.85931809119594,35.7783010384816,45.6829789063844,66.3072402981807,NA,NA,NA,NA,"Ewe",26.4,16.4,5,"9K",1,32,-2.0815393237191,1.05907832199072,1978,"tite jeune",-1.18643784315951,-0.730119291425764,-0.895390453108861,-2.35785840686253
"26I",2,2,1980,42,56,19.5,1,6.48074069840786,NA,NA,NA,NA,NA,NA,NA,NA,"Ewe",26.4,16.4,5,"9K",1,32,-2.0815393237191,1.05907832199072,1978,"tite jeune",-1.18643784315951,-0.730119291425764,-0.800116124098794,-2.35785840686253
"26I",2,2,1980,61,59.7,20,1,7.81024967590665,NA,NA,NA,NA,NA,NA,NA,NA,"Ewe",26.4,16.4,5,"9K",1,32,-2.0815393237191,1.05907832199072,1978,"tite jeune",-1.18643784315951,-0.730119291425764,-0.68102321283621,-2.35785840686253
"26I",2,2,1980,100,63.9,NA,1,10,NA,NA,NA,NA,NA,NA,NA,NA,"Ewe",26.4,16.4,5,"9K",1,32,-2.0815393237191,1.05907832199072,1978,"tite jeune",-1.18643784315951,-0.730119291425764,NA,-2.35785840686253
"26I",2,2,1980,124,66.8,21.5,1,11.13552872566,NA,NA,NA,NA,NA,NA,NA,NA,"Ewe",26.4,16.4,5,"9K",1,32,-2.0815393237191,1.05907832199072,1978,"tite jeune",-1.18643784315951,-0.730119291425764,-0.323744479048459,-2.35785840686253
"8I",2,2,1980,23,51.5,16.1,0,4.79583152331272,2.5550112422978,39.2479979161964,48.098556859516,66.5278529502101,NA,NA,NA,NA,"Ewe",27,16.1,0,NA,NA,32,0.0846733376648225,0.972061477721161,1978,"tite jeune",-1.18643784315951,-0.730119291425764,-1.60994792068436,0.275753606777782
"8I",2,2,1980,38,55,16.7,0,6.16441400296898,NA,NA,NA,NA,NA,NA,NA,NA,"Ewe",27,16.1,0,NA,NA,32,0.0846733376648225,0.972061477721161,1978,"tite jeune",-1.18643784315951,-0.730119291425764,-1.46703642716926,0.275753606777782
"8I",2,2,1980,108,65.8,19.7,0,10.3923048454133,NA,NA,NA,NA,NA,NA,NA,NA,"Ewe",27,16.1,0,NA,NA,32,0.0846733376648225,0.972061477721161,1978,"tite jeune",-1.18643784315951,-0.730119291425764,-0.752478959593761,0.275753606777782
