ID,JJ,n,age,adjhlg,adjhlgSE,method,sex,yr
5Q,12,2,4,23.668521713708532,2.9056278411283913,mixed,female,1988
6R,12,3,2,12.916897623631845,2.946360656175477,mixed,female,1988
6R,114,3,2,16.296791115822096,2.3603295707073735,mixed,female,1988
7Q,12,2,3,20.0994187932326,2.786152658084345,mixed,female,1988
7Q,114,2,3,21.048015867875083,2.2233671305529343,mixed,female,1988
9Q,12,3,3,21.616454155991548,2.851161538538877,mixed,female,1988
9Q,114,3,3,22.62642094355863,2.277322038179005,mixed,female,1988
15R,12,2,3,16.776089635083416,3.641844535898955,mixed,female,1989
15R,114,2,3,19.1130845433874,3.0690273488180435,mixed,female,1989
15T,114,3,2,19.14239588687903,2.9943901402874817,mixed,female,1989
15T,12,3,2,16.173013324246263,3.5408800963759486,mixed,female,1989
22T,114,3,2,20.05039226093438,3.180504400680412,mixed,female,1989
22T,12,3,2,17.657196080844418,3.771496230822358,mixed,female,1989
24T,114,2,2,20.395639677023635,3.1441631002010535,mixed,female,1989
24T,12,2,2,18.249545874809712,3.7406026495798823,mixed,female,1989
26S,12,3,2,16.47727192985713,3.606604035368806,mixed,female,1989
26S,114,3,2,17.93284513537001,3.0782042620061847,mixed,female,1989
27S,114,3,2,20.249426938455937,3.0220021078572143,mixed,female,1989
27S,12,3,2,18.006411576719398,3.613506274411233,mixed,female,1989
2S,114,2,3,21.431964205829154,3.080619062675493,mixed,female,1989
2S,12,2,3,20.160591138881728,3.6231506039431465,mixed,female,1989
5T,114,3,2,11.791607055669509,3.0497595739626306,mixed,female,1989
5T,12,3,2,7.98738593944516,3.6188055535870083,mixed,female,1989
9R,12,2,3,19.809198898844155,3.7668404771921695,mixed,female,1989
9R,114,2,3,21.905853434080917,3.170736588912507,mixed,female,1989
10P,12,2,6,30.387977706194235,4.3051893780698025,mixed,female,1990
10P,114,2,6,30.540539400668784,3.3843137657438973,mixed,female,1990
10T,12,2,2,15.928114851098671,4.03818831752798,mixed,female,1990
10T,114,2,2,20.010476579366127,3.150346913455613,mixed,female,1990
12T,114,4,2,19.748853876814252,3.2471168338411744,mixed,female,1990
12T,12,4,2,15.730334292896337,4.158238860009073,mixed,female,1990
13S,114,2,3,20.537209170571924,3.2954269369624076,mixed,female,1990
13S,12,2,3,17.21198641782602,4.115404668896591,mixed,female,1990
15R,114,2,4,20.089656523837764,3.2657540827528653,mixed,female,1990
15R,12,2,4,19.784499504857166,4.150370693763304,mixed,female,1990
15T,12,2,3,21.56120711853523,4.226068634188872,mixed,female,1990
15T,114,2,3,25.099626021138757,3.289814890461541,mixed,female,1990
17U,114,2,2,21.323311869295754,3.2641133846572203,mixed,female,1990
17U,12,2,2,17.052994693009424,4.019625938124854,mixed,female,1990
1T,114,2,2,14.411549758570935,3.2317864422931506,mixed,female,1990
1T,12,2,2,11.754479631007413,4.0730726480823805,mixed,female,1990
20R,12,2,4,21.82952731869466,4.311625377263398,mixed,female,1990
20R,114,2,4,21.914597484496547,3.3783660476624564,mixed,female,1990
23T,12,2,2,14.628057168468189,4.211034358649398,mixed,female,1990
23T,114,2,2,17.64518784949826,3.3217953880796283,mixed,female,1990
24T,114,2,3,24.586974340611764,3.3211542200577617,mixed,female,1990
24T,12,2,3,21.421529197094973,4.181605071357868,mixed,female,1990
25R,12,2,4,22.365626617049216,4.314588950737237,mixed,female,1990
25R,114,2,4,24.745102727913327,3.388335391174599,mixed,female,1990
25S,12,2,3,20.361673987331127,4.073331923913707,mixed,female,1990
25S,114,2,3,22.801478648243666,3.281816609299604,mixed,female,1990
26R,114,3,4,23.79350182141049,3.1856812065426663,mixed,female,1990
26R,12,3,4,21.375864653906632,4.052124586835494,mixed,female,1990
26S,114,2,3,21.275173184438113,3.3371000813634675,mixed,female,1990
26S,12,2,3,20.458035007849116,4.186872565779207,mixed,female,1990
26T,114,2,2,21.618412045043524,3.311077543678587,mixed,female,1990
26T,12,2,2,16.376894062911678,4.138618930565923,mixed,female,1990
27S,114,2,3,21.018690228845948,3.2906263111030065,mixed,female,1990
27S,12,2,3,20.98202699176882,4.098398282559882,mixed,female,1990
28T,12,2,2,15.976601421283027,4.295205499720675,mixed,female,1990
28T,114,2,2,20.124952309109897,3.3429148217704463,mixed,female,1990
29S,114,3,3,21.132459212834842,3.263577179744747,mixed,female,1990
29S,12,3,3,20.60611941780252,4.083489799519597,mixed,female,1990
2S,114,2,4,24.162371670402894,3.3547790464014406,mixed,female,1990
2S,12,2,4,22.29366383743772,4.252434394075244,mixed,female,1990
30T,12,2,2,15.986789580604071,4.149456361994525,mixed,female,1990
30T,114,2,2,21.627844170258854,3.2246232588474553,mixed,female,1990
31T,12,2,2,13.201649666961632,4.205579314304447,mixed,female,1990
31T,114,2,2,17.221865051895563,3.2940010770905195,mixed,female,1990
37T,114,2,2,17.891355229760904,3.3531044938501653,mixed,female,1990
37T,12,2,2,12.60472626366052,4.332934983952592,mixed,female,1990
3S,114,2,4,24.056502404652814,3.3258620129390244,mixed,female,1990
3S,12,2,4,23.565659038166455,4.155704810643774,mixed,female,1990
40T,114,2,2,18.131173644584706,3.279934185116493,mixed,female,1990
40T,12,2,2,13.541292904114966,4.05983678228715,mixed,female,1990
42T,12,2,2,13.551359105756202,4.21367471642713,mixed,female,1990
42T,114,2,2,17.95600661347897,3.3088757927661057,mixed,female,1990
48T,114,2,2,18.201544329949925,3.1828342027829737,mixed,female,1990
48T,12,2,2,14.975511832796238,4.043973561953296,mixed,female,1990
51T,114,2,2,15.983260278361838,3.3095066872747188,mixed,female,1990
51T,12,2,2,12.369158958456564,4.111693032202052,mixed,female,1990
58T,114,2,2,16.50755230123486,3.3303605330712713,mixed,female,1990
58T,12,2,2,12.962999365993337,4.189565769383533,mixed,female,1990
5T,114,2,3,17.838469508920713,3.2760912310071335,mixed,female,1990
5T,12,2,3,13.431487827799847,4.108967778253968,mixed,female,1990
6R,114,2,4,22.965424906041253,3.372118722456582,mixed,female,1990
6R,12,2,4,20.775546231261107,4.227358628959151,mixed,female,1990
6S,114,2,3,17.306782039937737,3.357687009078071,mixed,female,1990
6S,12,2,3,15.32108791042245,4.181780364258412,mixed,female,1990
9R,12,2,4,20.476619867537497,4.282321619811982,mixed,female,1990
9R,114,2,4,23.951882386155766,3.3242319356335845,mixed,female,1990
9T,114,2,2,22.796560420532664,3.324039096091049,mixed,female,1990
9T,12,2,2,18.954125011192858,4.16223096444904,mixed,female,1990
10T,114,2,3,23.684195500852226,3.3191719366650827,mixed,female,1991
10T,12,2,3,22.258151502493106,4.042096670543924,mixed,female,1991
11T,114,2,3,21.509274659043378,3.3864591031135154,mixed,female,1991
11T,12,2,3,19.880856041602694,4.1673081905379785,mixed,female,1991
12T,12,2,3,20.571755960648765,3.9504143812694092,mixed,female,1991
12T,114,2,3,21.72286506693463,3.297218772666865,mixed,female,1991
13S,114,2,4,21.31576614526547,3.405828484503387,mixed,female,1991
13S,12,2,4,21.004315422643145,4.24008706576154,mixed,female,1991
13U,114,2,2,16.79897951491239,3.1875566275643354,mixed,female,1991
13U,12,2,2,12.853092150628505,3.95824568519322,mixed,female,1991
15T,12,3,4,24.97315699313332,4.0043707676252795,mixed,female,1991
15T,114,3,4,25.987332363673332,3.3635259073369705,mixed,female,1991
16U,12,2,2,12.822797145283722,4.048066389013771,mixed,female,1991
16U,114,2,2,17.290161973709324,3.260587182637441,mixed,female,1991
17U,114,2,3,22.13837208033371,3.331917738249329,mixed,female,1991
17U,12,2,3,22.068564077951464,4.1826356525003865,mixed,female,1991
19U,12,2,2,15.555362267897486,4.0291390500571564,mixed,female,1991
19U,114,2,2,20.34989174492987,3.231963776527706,mixed,female,1991
1T,114,3,3,22.413014533990065,3.406699707394254,mixed,female,1991
1T,12,3,3,19.01755322233596,4.139919238655127,mixed,female,1991
20U,114,2,2,19.297615384224116,3.454674994696767,mixed,female,1991
20U,12,2,2,15.444145651516607,4.220749285679647,mixed,female,1991
22U,12,2,2,18.533340293692408,3.9600467015996,mixed,female,1991
22U,114,2,2,23.10598530941458,3.335163304088098,mixed,female,1991
23T,12,3,3,19.799903593861668,4.042611220771095,mixed,female,1991
23T,114,3,3,23.2072404254803,3.3946436277276133,mixed,female,1991
23U,114,2,2,12.986673997154103,3.277336338343124,mixed,female,1991
23U,12,2,2,10.543809356456235,3.995532936087933,mixed,female,1991
25S,12,2,4,24.36071056512781,4.060163911224732,mixed,female,1991
25S,114,2,4,26.32689075299284,3.3246240204475006,mixed,female,1991
26S,12,2,4,21.369910601028142,4.044755001549784,mixed,female,1991
26S,114,2,4,21.83506200517214,3.284874506122349,mixed,female,1991
26T,12,2,3,22.093660923877135,4.0347923344499135,mixed,female,1991
26T,114,2,3,22.8513438504527,3.466851328401674,mixed,female,1991
27S,12,2,4,22.012044302554933,3.850771455206447,mixed,female,1991
27S,114,2,4,22.958375674934622,3.1821188602449153,mixed,female,1991
27U,12,2,2,15.453816247586875,4.185531668990547,mixed,female,1991
27U,114,2,2,19.386715673854745,3.4747211340539885,mixed,female,1991
28T,114,2,3,22.602388839027142,3.2493080596849784,mixed,female,1991
28T,12,2,3,20.668941389697903,4.009694975562462,mixed,female,1991
28U,12,2,2,13.94979996935259,4.122928574439457,mixed,female,1991
28U,114,2,2,17.861910593004087,3.313065387683817,mixed,female,1991
29S,12,2,4,20.953080663893658,4.052411313424531,mixed,female,1991
29S,114,2,4,22.512591991078576,3.2931221899167715,mixed,female,1991
29U,114,3,2,21.761430738723828,3.280085558401178,mixed,female,1991
29U,12,3,2,17.403639599388562,3.9852758744986514,mixed,female,1991
2U,12,2,2,15.920640316446331,4.0044027521856025,mixed,female,1991
2U,114,2,2,20.75918801055701,3.3971755429806563,mixed,female,1991
30T,12,2,3,23.12537302977139,4.073861437432308,mixed,female,1991
30T,114,2,3,25.104964064008072,3.313693627627871,mixed,female,1991
31T,114,3,3,19.267861664884027,3.3127985183895476,mixed,female,1991
31T,12,3,3,18.45601819010492,4.130702875746234,mixed,female,1991
31U,12,2,2,19.499223040332502,4.095527969132223,mixed,female,1991
31U,114,2,2,15.202002576973019,3.3032894602003053,mixed,female,1991
34U,114,2,2,15.677760063000953,3.3265258076329194,mixed,female,1991
34U,12,2,2,12.024479189899619,3.9837319983380457,mixed,female,1991
37T,12,2,3,20.015378001094806,4.034432695149879,mixed,female,1991
37T,114,2,3,22.219885532272254,3.1744371494586083,mixed,female,1991
37U,114,2,2,14.659069886518783,3.4444610631269876,mixed,female,1991
37U,12,2,2,13.337550898943572,4.216625078202147,mixed,female,1991
40T,114,2,3,22.986563899496353,3.227389985360766,mixed,female,1991
40T,12,2,3,20.217850535055234,3.93943601009944,mixed,female,1991
40U,12,2,2,13.271874700545071,4.091160219110436,mixed,female,1991
40U,114,2,2,16.741186235070707,3.4329584507752875,mixed,female,1991
42T,114,2,3,23.286491827911114,3.4155093836768358,mixed,female,1991
42T,12,2,3,13.032925313363855,4.048744553567594,mixed,female,1991
42U,12,2,2,14.10179647644681,4.008925687752206,mixed,female,1991
42U,114,2,2,19.599769154249156,3.347686048593086,mixed,female,1991
45U,12,2,2,12.94309823182032,4.077700559004935,mixed,female,1991
